sentences,sentiment
"[1, 14, 16, 4, 249, 5073, 20, 2128, 126, 13, 1201, 1498, 600, 7, 4, 21413, 71, 163, 4, 10121, 66, 2067, 5, 4, 8276, 1173, 38, 87, 345, 138, 191, 75, 140, 145, 8, 4, 52, 80996, 504, 54, 4, 123, 16, 6, 5443]",0
"[1, 18, 72, 175, 418, 7, 498, 9, 8, 30, 6511, 34, 134, 11380, 812, 5239, 5, 1217, 25038, 186, 8, 30, 4327, 8, 4307, 327, 665, 5, 518, 221, 116, 4, 196, 491, 1969, 1467, 6, 5239, 15, 4, 529, 203, 2233, 11, 34, 309, 88, 7, 1892, 16282, 4, 65, 461, 6, 19295, 35, 22573, 415, 3188, 8, 28, 1137, 21, 518, 12, 505, 46, 29, 47, 164, 8, 135, 14, 22, 1421, 40, 35, 22573, 415, 48, 25, 28, 24, 332, 4, 3935, 25, 566, 67, 15, 12, 16, 4, 1720, 5, 4, 7146, 888, 138, 15, 1443, 12528, 650, 23, 113, 5, 166, 41, 4735, 21548, 92, 25, 1128, 8, 72, 758, 1643, 50664, 2247, 152, 1527, 59, 64, 517, 267, 6, 196, 58, 33, 90, 209, 660, 6, 681, 51, 9, 4, 5239, 7, 15, 324, 51, 127, 12, 384, 61, 888, 9, 40, 69704, 51, 47, 14, 22, 8, 135, 51, 9, 981, 34, 14, 20, 4, 1527, 18, 72, 12, 287, 178, 6, 3516, 7, 4774, 19, 4, 1797, 7, 6, 3062, 7, 1093, 4, 65, 7, 68, 456, 9, 606, 5, 357, 4204, 496, 68, 1729, 26, 24, 617, 4, 360, 9, 24382, 45644, 5064, 327, 5, 1614, 224, 21, 4045, 209, 260, 11383, 7, 84142, 18, 54201, 11, 61, 652, 14, 22, 9, 93, 18, 1486, 2719, 24, 18, 4, 1141, 529]",0
"[1, 13, 358, 149, 1010, 108, 21, 14, 20, 304, 4, 21244, 4, 229, 5, 414, 9, 1322, 4, 116, 16, 373, 121, 122, 36, 79, 98, 39, 228, 16, 608, 13, 28, 8, 135, 3466, 13, 161, 818, 42, 851, 4, 20, 21, 94, 150, 16106, 7, 10, 10, 13, 16, 12086, 56, 33, 4, 454, 54, 4, 3128, 1593, 7283, 645, 8, 376, 27, 65, 13, 28, 8, 974, 13, 122, 358, 4, 5127, 200, 14922, 5, 39196, 121, 14922, 324, 60009, 4388, 125, 5, 579, 90, 8, 27726, 18, 1673, 153, 8, 2101, 27, 2756, 21, 1584, 121, 12, 32, 435, 22140, 6101, 8457, 13, 69, 8, 106, 4, 226, 22, 11, 4, 440, 15, 12, 62, 79, 128, 115, 122]",0
"[1, 92, 332, 233, 44, 14, 20, 262, 164, 15, 100, 3031, 101, 1028, 43, 106, 14, 1190, 20, 209, 1275, 233, 44, 12, 5, 490, 28, 6, 66, 87, 585, 48, 25, 40, 8, 67, 35, 1089, 2509, 65, 140, 79, 4, 288, 5, 490, 371, 24, 30, 685, 6528, 9, 24, 66, 6, 920, 924, 20, 53, 6, 2167, 708, 6863, 11, 4, 2776, 7, 81315, 970, 45, 44, 4452, 3908, 89, 194, 5157, 2545, 257, 409, 2301, 10338, 5, 4, 4874, 343, 34, 98, 4, 156, 81, 6, 87, 239, 5, 4, 444, 1114, 405, 7, 4, 20, 1568, 6, 404, 5440, 7, 25534, 6528, 9, 76, 2750, 53, 1315, 5, 51, 3246, 4, 65, 5, 4, 277, 82, 76, 76, 53, 2349, 74, 8187, 20302, 85, 102, 3271, 5, 164, 165, 45, 31, 7, 4, 118, 102, 207, 126, 110, 5, 198, 142, 13, 66, 92, 135, 14, 44, 175, 6028, 73, 93, 509, 806, 191, 376, 25, 233, 53, 44, 14, 20, 209, 17110, 8, 1487, 129, 585, 43, 202, 12, 6, 580]",1
"[1, 4, 282, 4, 288, 5333, 7, 14, 22, 26, 11, 328, 5, 428, 9, 88, 1337, 70, 79, 68, 957, 23, 6, 1399, 2492, 7, 14, 1071, 11727, 22, 6, 6111, 2019, 65, 33, 118, 10, 10, 7897, 18, 699, 4444, 9783, 2719, 6523, 42, 1856, 23, 4, 2336, 33, 14, 58, 18, 14, 425, 26, 32, 582, 39, 4, 172, 14018, 699, 2492, 108, 7897, 18, 699, 2600, 8, 7460, 71, 400, 7897, 11, 503, 1992, 10333, 88, 4, 6137, 7, 797, 122, 24, 28, 1399, 732, 553, 3347, 503, 1992, 10333, 18, 699, 16, 82, 9304, 17, 12, 400, 574, 179, 6, 171, 10333, 8, 1108, 32, 7545, 620, 6, 22, 23, 6, 19096, 2857]",0
"[1, 13, 40, 14, 20, 88, 12, 9, 6, 478, 157, 7, 438, 93, 34, 84, 37, 459, 195, 8, 97, 12, 498, 5, 24, 43, 344, 102, 12, 9, 1061, 19, 1165, 11371, 5060, 39769, 344, 102, 5, 6, 29189, 7, 2374, 374, 39, 409, 37, 28362, 533, 19, 27, 1570, 291, 1797, 2185, 12, 47, 77, 9190, 8, 4, 2461, 15, 12, 6077, 7712, 3295, 12, 9, 1061, 19, 1614, 676, 5, 8743, 676, 190, 7682, 25, 238, 104, 4255, 8, 30, 8743, 9531, 26, 24, 10048, 885, 2181, 7446, 885, 26, 36, 27383, 382, 42, 26338, 28056, 174, 382, 12, 2251, 11, 4, 2682, 7, 4, 11371, 12, 2251, 11, 4, 936, 7, 406, 25773, 12, 2251, 11, 4, 87, 3470, 7, 2470, 63, 266, 39, 4, 46635, 7, 325, 9531, 8265, 4, 46635, 7, 325, 23, 4, 2397, 2583, 7, 35, 13895, 1111, 2982, 34, 860, 33403, 3496, 153, 159, 12, 13002, 4, 180, 58, 7, 6, 704, 63, 5106, 6, 1043, 325, 305, 7, 6, 893, 325, 19, 4, 1766, 27303, 4255, 9, 4, 2095, 15776, 12, 9, 1824, 21, 64, 1076, 1379, 13, 1781, 3802, 4, 87, 62, 24, 30, 6541, 18, 27, 4255, 3120, 29, 69, 8, 140, 46, 5, 10576, 6, 171, 2520, 3125, 8, 79, 4, 12769, 3534, 29, 47, 1990, 14, 20, 47, 57, 1248, 1737, 12, 47, 57, 1865, 4, 64, 2583, 419, 9531, 10576, 47, 6, 3640, 759, 5, 5, 6, 37363, 2022, 14, 9, 24, 6, 439, 2470, 9, 24, 1680, 12, 9, 4, 1805, 7, 52948]",1
"[1, 12, 9, 1732, 8, 67, 6, 22, 121, 4, 239, 7, 6, 686, 284, 9, 38, 52, 15, 31, 70, 235, 15, 4, 22, 62, 30, 7, 117, 602, 48, 101, 209, 27, 1369, 10, 10, 466, 6, 24, 1339, 458, 11, 192, 50, 26, 111, 139, 15, 306, 8, 28, 77, 47869, 99, 946, 5, 16129, 6, 1573, 364, 352, 6, 680, 114, 44, 6, 132, 37, 494, 8, 193, 4, 273, 7, 6, 31689, 2325, 5, 160, 1269, 757, 4, 1369, 7, 6569, 25563, 9, 38, 1159, 15, 31, 214, 2414, 39, 4, 55, 26355, 8, 4, 394, 130, 10, 10, 13, 28, 115, 110, 885, 70, 76625, 18, 705, 6, 128, 239, 60, 723, 39802, 116, 11, 6, 132, 18, 32, 2187, 10, 10, 165, 4, 130, 100, 30, 1192, 60, 647, 48, 25563, 71, 24, 395, 4, 58962, 2325, 37, 1747, 8, 1416, 34, 3462, 6, 823, 10, 10, 7824, 61704, 8321, 24980, 87306, 85502, 13, 244, 8321, 24980, 6, 3098, 2325, 9, 301, 19, 141, 6, 58675, 15, 31, 203, 859, 4, 3001, 15, 13555, 8, 15, 130, 10, 10, 4, 85, 1159, 155, 14, 22, 47, 9, 6, 686, 136, 11, 21489, 24980, 37, 466, 112, 6, 31689, 31, 9, 46195, 6, 2325, 63143, 11, 6, 12997, 6, 666, 1166, 7, 28986, 1587, 12, 83, 67877, 541, 10, 10, 23202, 4, 132, 15, 494, 8, 994, 24980, 8, 4, 1416, 42, 5220, 90, 34, 309, 47, 8, 3163, 12, 48, 29, 27905, 181, 8, 563, 12, 11, 4, 12997, 29, 127, 38, 11, 1696, 7, 7381, 5, 87586, 39, 84, 37, 104, 15, 29, 9, 331, 2779, 289, 7, 689, 67337, 7, 28986, 10, 10, 11, 375, 136, 4, 53042, 200, 24980, 5, 6, 1244, 8384, 9, 82, 1739, 81, 25, 1671, 245, 349, 99, 1643, 24980, 37, 4169, 309, 18, 51, 29, 47, 43, 224, 15, 62, 30, 99, 76, 157, 9, 4, 1393, 1527, 10, 10, 4, 360, 7, 4, 22, 9, 24, 290, 5953, 21, 12, 9, 434, 290, 319, 688, 8, 4, 55, 565, 5, 2886, 15653, 841, 1075, 32, 4, 58, 10, 10, 13, 104, 15, 3458, 70999, 9, 6, 55, 680, 22, 21, 47, 8, 30, 110, 34, 32, 797, 48, 4, 26, 52, 52930, 12, 9, 9017, 88, 12, 9, 6, 55, 1281, 52399, 11, 22, 479, 10, 10]",1
"[1, 13, 286, 252, 54, 13, 557, 44, 14, 582, 46, 13, 16, 536, 89, 995, 9, 910, 397, 13, 16, 355, 13, 258, 12, 8, 30, 55, 52, 13, 384, 45, 24, 4, 3082, 711, 21, 45, 646, 8, 67, 160, 499, 39, 6, 813, 213, 12, 16, 55, 163, 82, 12, 286, 31, 7, 148, 2031, 910, 2289, 71, 4, 748, 1870, 12, 16, 43, 40, 4, 3082, 711, 748, 4, 64, 155, 15, 63605, 72, 16, 4, 226, 20, 750, 155, 143, 46, 4, 20, 24, 8, 202, 233, 96, 21, 490, 124, 51, 13, 244, 662, 44, 13, 82, 253, 15, 12, 16, 646, 8, 28, 91, 7, 4, 177, 39, 4, 204, 8, 994, 12, 16, 6, 55, 52, 20, 120, 32]",1
"[1, 219, 14, 22, 23, 288, 4077, 5, 16, 44414, 26563, 5, 20911, 4, 24219, 116, 7, 50693, 43, 4280, 61, 330, 5, 13, 16, 770, 34, 4, 226, 177, 5, 94, 897, 116, 32, 7, 4, 109, 71, 38, 2902, 8, 72, 13, 66, 562, 50693, 18, 4972, 2733, 5, 4905, 11092, 18, 27, 1633, 140, 5, 67, 12, 490, 1415, 129, 483, 46, 21, 490, 585, 6, 389, 14973, 1371, 12, 5291, 25, 31, 674, 2037, 7238, 9, 285, 25, 203, 30, 6, 15163, 11, 4, 338, 11319, 7, 12500, 21, 54, 25, 26, 12872, 195, 25, 80, 28, 57, 712, 33, 32, 48, 25, 70, 64, 8701, 129, 317, 2020, 25, 26, 131, 52, 195, 8, 30, 6, 6288, 42, 6, 564, 4, 249, 155, 25, 70, 81, 54, 25, 26, 2985, 5235, 9, 8, 10037, 11, 532, 2240, 12, 528, 79, 25, 1764, 5, 4, 64, 415, 13464, 2240, 25, 80, 30, 624]",1
"[1, 14, 9, 61, 86, 931, 14, 9, 6, 777, 20, 13, 296, 12, 32, 34, 1996, 31, 314, 23, 248, 33, 86, 457, 234, 13, 197, 12, 16, 6, 503, 20, 21, 6774, 13, 2717, 51, 35, 480, 2220, 14, 16, 10, 10, 13, 5062, 8, 49, 369, 8, 67, 4, 20, 64, 8, 376, 72, 15, 12, 16, 6, 78, 503, 20, 89, 355, 3903, 21483, 10, 10, 13, 104, 15, 4, 20, 9, 220, 6, 2220, 7, 1262, 4, 73, 573, 167, 93, 35, 321, 292, 133, 5, 12, 9, 6, 902, 8, 376, 15, 29, 16, 46, 7, 4, 500, 32, 14, 58]",1
"[1, 24, 15, 13, 45388, 546, 19, 9283, 33, 4, 1682, 7, 821, 541, 5010, 21, 54, 13, 276, 6, 288, 11, 1017, 6, 8154, 5, 51, 13, 79, 9, 31, 1775, 136, 4, 12306, 33, 4, 5544, 130, 7, 13732, 1214, 10424, 5, 8837, 11, 6, 7869, 3039, 13, 130, 56, 536, 73, 198, 13158, 234, 7, 61, 113, 825, 1437, 13, 586, 7893, 14, 42, 7011, 7, 2120, 5, 541, 102, 38, 76, 17, 35, 3435, 7, 80, 8, 67, 48, 25, 70, 870, 143, 98, 7011, 7, 2120, 5, 541, 69, 6, 171, 1211, 3230, 8, 106, 4, 6352, 2846, 122, 24, 12, 16, 33, 118, 379, 5, 33, 249, 73, 66, 379, 382, 61, 6615, 71, 99, 312, 13, 276, 4, 288, 536, 449, 132, 14, 9, 2146, 30, 1195, 103, 149, 98, 1214, 3688, 4, 250, 44, 6, 3207, 211, 13, 16, 149, 12, 11, 702, 930, 10, 10, 107, 2572, 7, 84, 62, 30, 928, 11, 14, 22, 300, 84, 37, 2736, 46, 51659, 56, 108, 43, 8, 67, 89, 51659, 56, 12, 66, 9, 42, 241, 189, 24530, 13, 6442, 14, 5, 4, 85, 6915, 4272, 108, 18, 4, 1569, 282, 21, 60, 48, 13, 1583, 83, 4, 2385, 7, 4, 1138, 14, 22, 586, 10216, 61, 2074, 17, 6, 551, 7, 192, 13, 100, 838, 14, 22, 8796, 2066, 541, 4021, 17, 11, 62, 25, 43, 516, 4, 503, 14695, 460, 38, 11, 1174, 4, 64, 282, 8, 205, 14, 22, 9, 18, 1594, 4935, 48, 25, 181, 6834, 15, 2040, 189, 152, 1754, 79, 11426, 7, 341, 252, 15, 1870, 99, 21, 33, 222, 490, 79, 4, 541, 5, 3291, 25, 535, 10, 10, 4, 64, 282, 13, 70, 67, 18, 259, 12118, 14, 595, 9, 88, 36, 235, 507, 424, 8, 57, 1614, 3940, 15, 13, 70, 6685, 57, 282, 18, 45, 10200, 57, 164, 43, 6, 835, 589, 8, 30, 1621]",0
"[1, 13, 838, 15, 4, 185, 84, 574, 11, 4, 231, 7, 16663, 2544, 4, 20962, 935, 6, 762, 7, 85, 2818, 215, 28, 421, 6, 117, 916, 112, 23, 4, 270, 7, 6, 189, 20, 19, 4, 132, 37, 12984, 19, 308, 13426, 11, 4, 365, 7, 6, 44318, 297, 4, 8933, 80, 741, 1765, 84, 83, 536, 15, 2535, 71, 12091, 4, 325, 7, 4, 3257, 5, 526, 5, 2684, 11, 4, 833, 20, 7, 32, 58, 3845, 3561, 5, 150, 4420, 2443, 16, 1184, 11, 6, 840, 967, 509, 44, 6, 7597, 1215, 10, 10, 225, 691, 164, 1518, 44, 14, 20, 775, 7, 1006, 21, 4, 978, 228, 210, 1534, 66, 4075, 60, 48, 4, 20, 286, 572, 727, 12, 131, 286, 290, 319, 89, 364, 2443, 69, 7896, 2994, 120, 4, 477, 9794, 153, 7, 27, 113, 29, 6993, 4, 664, 3096, 5549, 8288, 44, 4, 2991, 5638, 2473, 7, 4, 6303, 5, 11645, 4, 664, 4, 132, 37, 219, 5520, 44, 44895, 13, 386, 148, 107, 21, 24, 14, 31, 43, 798, 12, 10, 10, 82, 1184, 4923, 6893, 5, 488, 42047]",0
"[1, 12, 9, 878, 8, 13713, 14, 42, 101, 85, 7730, 22, 7, 4, 402, 481, 999, 11, 1303, 15, 31, 238, 361, 18, 1981, 22, 1702, 33, 211, 50, 9, 220, 6, 4182, 17, 111, 22, 3051, 7, 4, 1295, 999, 353, 68, 5834, 33, 481, 1348, 10546, 15, 36, 80, 30, 317, 34, 4, 23367, 17, 122, 593, 8, 49, 34424, 8172, 8172, 190, 16, 86603, 1249, 11, 141, 6, 8635, 7, 5684, 844, 49, 71, 252, 8, 759, 46, 308, 20820, 17886, 39, 745, 1530, 9, 6, 561, 434, 290, 24401, 34, 5, 1058, 64, 148, 19, 908, 868, 2333, 23253, 4454, 190, 14, 9, 120, 32, 3716, 441, 5, 6, 215, 18, 22, 4368, 262, 928, 11, 4, 1295, 8, 481, 4592]",1
"[1, 207, 43, 1769, 829, 4, 3284, 3815, 11, 6, 470, 3815, 7613, 672, 1594, 1075, 11, 20274, 19, 4, 28222, 22, 699, 9360, 83933, 722, 9395, 38, 230, 1212, 39, 4, 3284, 390, 4, 1459, 489, 9, 179, 52, 4, 288, 953, 9, 617, 23, 4, 425, 1511, 133, 23, 899, 10, 10, 443, 21719, 9, 43, 17, 1220, 17, 54, 13, 86, 219, 12, 457, 153, 154, 33, 4, 58, 5, 13099, 3585, 9, 371, 3308, 11, 14, 217, 48, 335, 11, 4, 1310, 18, 1858, 212, 15, 11424, 56, 23, 25, 17, 3630, 8, 3346, 25, 120, 4, 419, 490, 2528, 14, 580, 8, 585, 32, 4, 389, 105, 25, 238, 377, 39, 129, 1548, 261, 49, 7, 4, 1994, 26, 6, 227, 2031, 91, 26, 5792, 5, 73, 2142, 5, 60, 4, 2031, 663, 26, 253, 14, 9, 31, 248, 201, 15, 456, 56, 8, 61, 402, 1548, 1883, 7, 12]",1
"[1, 751, 4, 454, 103, 45, 77, 2921, 15, 8895, 308, 8269, 3864, 16535, 9, 35, 87385, 5749, 160, 11488, 7, 4, 3814, 9, 15704, 11, 6, 3886, 313, 5, 3391, 34, 4, 3111, 333, 11, 4401, 14248, 13489, 1022, 2820, 36088, 4, 1186, 3775, 6, 12255, 12379, 11, 27, 1642, 2865, 56, 107, 4910, 3598, 4898, 74339, 5, 9229, 125, 83, 4, 3609, 313, 584, 4040, 4040, 4040, 13489, 5668, 584, 39, 4, 313, 2918, 4, 668, 7313, 4, 40780, 351, 32, 11, 196, 324, 10, 10, 48, 335, 9884, 34, 537, 40, 767, 3053, 3102, 14, 144, 28, 4396, 1271, 10, 10, 449, 45, 17, 1127, 17, 12, 9, 3091, 184, 430, 13111, 892, 27, 5130, 6731, 2584, 34659, 7, 4, 21693, 2155, 958, 7, 1258, 5543, 19, 4044, 1865, 5, 17116, 541, 32, 120, 10, 10, 17, 479, 12, 4385, 171, 377, 14248, 13489, 17, 35, 3111, 632, 3535, 13, 62, 482, 88, 7, 27, 403, 14248, 13489, 75, 32, 377, 1468, 4500, 9416, 37, 3429, 14248, 13489, 88, 29, 16, 6, 3008, 11, 4, 2682, 18, 1071, 692, 151, 10, 10, 4, 431, 16, 398, 5, 526, 34, 308, 18803, 240, 4, 232, 37, 69, 12, 398, 83, 27, 3484, 15, 144, 101, 1389, 30, 324, 5, 556, 11, 4, 265, 7, 31, 7, 27, 2663, 29, 144, 30, 4, 22547, 10712, 18803, 9, 4, 232, 6, 37314, 1056, 3841, 37, 69, 8941, 41280, 2683, 8234, 11, 4, 1875, 298, 325, 5763, 22359, 39, 1469, 1964, 5563, 53290, 251, 5, 32, 15, 10, 10, 1127, 422, 5, 601, 1244, 13, 697, 474, 115, 193, 90, 1239, 5, 13, 161, 353, 99, 254, 1082, 15, 9, 516, 4403, 32, 5, 387, 558, 432, 98, 46, 10, 10, 490, 43, 119, 12]",0
"[1, 14, 20, 63, 517, 46, 19, 6, 221, 636, 7, 107, 893, 12663, 397, 12, 23, 11, 4, 145, 7, 6, 2658, 329, 728, 2196, 47, 179, 4, 2812, 117, 1613, 8, 4469, 4, 177, 7, 1542, 261, 31, 250, 152, 3261, 187, 18, 4, 26076, 63, 9, 2411, 88, 4, 341, 10652, 9, 460, 38, 392, 17, 9, 26, 32, 1165, 893, 17, 263, 65, 4615, 187, 2521, 10868, 96, 46, 11, 4, 2092, 35, 1032, 21, 1134, 1099, 7, 956, 37, 26, 7872, 180, 34, 6, 948, 132, 11, 328, 12674, 5, 13226, 37, 3044, 6, 328, 2832, 12, 24957, 111, 7, 4, 2196, 1581, 7416, 8, 1304, 4, 1189, 1805, 1365, 23979, 22427, 121, 4, 7243, 2196, 410, 461, 35, 445, 7232, 4, 455, 309, 9, 179, 948, 5, 75, 169, 14702, 11, 4, 576, 1451, 1886, 11, 2100, 25152, 168, 33, 4, 221, 5846, 2288, 7, 4, 445, 455, 11, 32, 328, 137, 263, 16998, 1886, 2255, 32, 428, 14611, 17, 48065, 5, 68936, 17, 12, 203, 30, 167, 988, 16763, 127, 49, 66, 87, 183, 19, 27, 370, 49, 3150, 3351, 23, 268, 5, 4, 177, 497, 68, 1557, 118, 225, 195, 599, 11, 4, 364, 26076, 8, 591, 4, 599, 451, 5, 195, 830, 6, 39, 6, 378, 7, 4, 539, 8, 591, 830, 6, 451, 444, 14, 509, 9, 545, 2184, 5, 4781, 6442, 46, 11, 4, 1179, 20, 182, 17, 45, 2085, 179, 1281, 8, 169, 23, 374, 545, 1178]",1
"[1, 422, 17, 1297, 17, 12, 203, 30, 11, 4555, 6, 621, 1199, 4, 1809, 1344, 18, 118, 431, 5, 12, 16, 4, 840, 621, 8, 1176, 15, 1344, 11, 6, 677, 291, 810, 4, 86, 112, 61, 1257, 761, 11, 8751, 5, 95, 4, 481, 7, 228, 11, 8912, 4, 1474, 200, 61, 1257, 761, 4, 481, 7, 228, 5, 2402, 190, 9, 15, 2402, 9, 24303, 128, 57, 2096, 4, 86, 107, 102, 26, 5617, 4440, 44659, 1079, 8, 4, 4138, 13116, 2402, 4, 116, 9, 87, 4, 690, 26, 87, 4, 65, 9, 87, 5, 4, 1105, 9, 87, 14, 20, 9, 3921, 15681, 3402, 8, 4, 406, 585, 5, 1025, 4, 6648, 7957, 7, 162, 782, 2402, 1580, 6, 1146, 7, 3460, 11, 5269, 1117, 1316, 1831, 15, 7630, 2506, 209, 112, 9273, 2402, 3118, 16, 6, 87, 284, 5, 29, 1534, 12, 11, 2402, 4, 85, 156, 5, 1507, 262, 2709, 4378, 5, 22294, 24221, 26, 1305, 389, 5, 1464, 976, 5665, 7, 105, 37, 7979, 2506, 5, 4830, 209, 112, 5249]",1
"[1, 225, 57, 397, 187, 12, 14, 20, 9, 394, 207, 110, 4, 154, 1368, 848, 1879, 10666, 102, 146, 1081, 19, 4, 105, 5, 45, 1435, 6291, 21, 45, 131, 43, 17788, 190, 826, 19258, 1262, 131, 3144, 143, 19, 27, 1146, 7, 24423, 1259, 19, 8489, 7, 3907, 1521, 5, 2124, 20902, 143, 6, 9624, 12930, 45, 6, 239, 13, 273, 23, 2291, 19, 826, 18939, 1146, 7, 1171, 14577, 21, 224, 11, 6, 14261, 7, 4, 24514, 268, 58, 7, 32, 18939, 4001, 102, 48, 4, 20, 16, 224, 11, 6, 53, 21565, 700, 5643, 40, 11641, 3821, 48977, 34, 96, 7, 4, 5581, 19364, 248, 123, 14, 2856, 77, 142, 318, 48, 335, 6, 1879, 10666, 42, 826, 4769, 24530, 14, 9, 142, 25, 359, 8, 67, 21, 45, 6, 1345, 18, 259, 334]",0
"[1, 13, 2032, 14, 123, 39, 54, 13, 16, 6, 554, 13, 426, 377, 99, 76, 44, 12, 43, 6, 171, 1403, 183, 44, 4, 105, 18, 49, 282, 13, 2032, 12, 112, 66, 1596, 82, 12, 16, 23, 66, 66, 402, 11, 4, 1972, 56, 11, 11831, 13, 417, 103, 267, 187, 4, 3885, 18, 6, 196, 58, 258, 35, 390, 4, 86, 390, 57, 329, 45894, 14, 123, 16, 38, 527, 12, 16, 540, 43, 93, 8, 123, 362, 395, 44182, 4349, 5, 260, 6, 87, 58, 4, 123, 2013, 19, 36461, 4509, 979, 27, 14071, 61, 1433, 24, 1368, 146, 36461, 4509, 52449, 3745, 75, 95, 26, 918, 8, 106, 362, 395, 44182, 4349, 8, 4, 613, 2020, 1888, 5, 24, 43, 6, 1605, 117, 227, 21, 4, 226, 613, 84761, 61, 1224, 4352, 43, 536, 44, 12, 449, 1243, 5, 17, 48, 13, 426, 79, 433, 25, 2488, 60, 67, 4, 8314, 15748, 39, 68, 1865, 94, 40, 507, 43, 620, 187, 8, 4, 436, 2020, 1888, 613, 303, 23, 103, 36461, 271, 56, 83, 834, 42, 121, 126, 36, 28, 6, 2136, 8314, 1056, 548, 8, 4, 5262, 7439, 613, 16297, 16297, 78016, 3795, 1684, 72, 25, 92, 181, 8, 124, 4, 360, 51, 70, 13, 135, 4, 641, 3144]",0
"[1, 13, 16, 38, 2229, 8, 67, 14, 22, 88, 13, 69, 210, 557, 12, 16, 55, 629, 10, 10, 803, 221, 44, 12, 9, 15, 12, 9, 6, 860, 22, 36, 872, 8, 721, 8, 938, 21, 36, 165, 814, 12, 11, 1898, 19, 4, 204, 1051, 13, 104, 14, 93, 4, 22, 53, 860, 63, 9, 242, 138, 12, 1319, 8, 30, 1018, 1112, 1025, 91, 1898, 8, 938, 189, 20, 11480, 21, 12, 82, 93, 12, 6, 227, 22793, 8, 298, 1221, 4, 1474, 11, 51, 2629, 4, 860, 1181, 5, 51, 2629, 4, 298, 1181, 421, 984, 469, 4, 22, 14, 952, 73, 11, 388, 54, 36, 981, 8, 1839, 4, 4427, 1092, 7, 4, 293, 109, 6, 5183, 3108, 11, 6, 194, 2958, 7745, 6327, 9061, 10, 10, 4, 769, 16, 179, 1499, 17, 73, 11, 801, 860, 1597, 12, 9, 576, 2732, 5, 1499, 4, 454, 7, 4, 20, 9, 165, 4, 655, 7, 4, 65, 5, 39, 50, 75, 847, 1343, 12965, 5, 5890, 366, 33, 4, 130, 7, 4, 22, 75, 67, 4, 277, 5, 454, 7, 4, 226, 65, 14, 1813, 8954, 143, 58, 16, 55, 76, 1499, 18, 72, 82, 13, 161, 104, 49, 183, 71, 1852, 38, 73, 5, 13, 69, 8, 942, 61, 464, 8, 1260, 98, 8, 72, 59, 69, 460, 110, 12, 17, 73, 17, 4, 755, 63, 684, 2672, 53, 7, 4, 65, 10, 10, 444, 50, 9, 958, 18, 298, 1221, 8, 119, 3400, 7, 6588, 2656, 5, 6408, 1373, 63, 6, 6064, 11140, 7, 1783, 139]",1
"[1, 4, 664, 2423, 35, 204, 2604, 44, 1865, 15086, 5, 4587, 4, 201, 10804, 1975, 450, 672, 2303, 696, 4, 2604, 5, 4478, 4, 2604, 429, 1141, 2811, 10, 10, 13, 16, 1685, 8877, 8, 169, 4426, 795, 5295, 44, 583, 7, 162, 1618, 11, 134, 201, 36, 135, 664, 2423, 1618, 63, 9, 4459, 11, 655, 396, 849, 12, 127, 11, 192, 13, 3058, 510, 4, 204, 168, 33, 4, 1618, 63, 13, 28, 573, 237, 655, 396, 5, 4, 2076, 4762, 10, 10, 38, 48, 25, 40, 1275, 138, 183, 157, 48, 25, 28, 623, 972, 4, 10924, 269, 8, 8596, 89, 12, 952, 48, 25, 28, 825, 8, 4, 3886, 8, 67, 89, 3886, 495, 5, 89, 14798, 26, 16831, 25, 80, 358, 14, 201, 6, 3777, 5492]",1
"[1, 4, 310, 13, 219, 7, 14, 22, 16, 4, 2645, 2364, 19, 6, 729, 425, 21, 6, 3874, 681, 11, 12, 10, 10, 14, 22, 16, 163, 17, 609, 12, 16, 82, 283, 8, 4, 3909, 48, 25, 28, 126, 1084, 58, 11, 363, 42, 4, 1609, 187, 12, 25, 80, 391, 4, 486, 48, 24, 25, 203, 24, 18587, 11010, 33, 32, 10, 10, 4, 65, 7, 107, 84, 11, 4, 970, 2519, 8, 97, 12, 366, 36, 417, 2101, 6, 2244, 213, 12, 9, 6, 1281, 1528, 12, 1630, 12, 9, 6, 453, 21, 12, 9, 6, 453, 17, 76, 17, 6135, 2243, 9, 6, 212, 10, 10, 8062, 2643, 9, 389, 17, 210, 17, 6, 696, 284, 3546, 4224, 16, 502, 8, 1070, 27, 205, 73, 27, 239, 9, 60188, 1159, 315, 4, 17959, 136, 4, 64, 9668, 16, 6296, 17263, 21, 75, 191, 28, 285]",1
